uniform,normal,exponential
4.1512,4.9952,0.0116
9.8944,3.8265,1.4268
0.6522,4.2271,0.0184
9.3211,3.3318,0.8027
5.0166,5.7926,1.1011
5.0376,5.0171,1.0562
9.2196,4.4596,4.059
5.0732,4.15,0.0651
4.3841,5.7576,2.1139
2.7249,6.1707,0.1221
6.5882,3.3042,3.4987
5.6965,3.0685,0.3128
2.1435,6.4318,1.4512
7.0941,2.9373,2.8465
6.4409,5.8212,3.604
3.9733,7.4254,3.2833
0.044,7.4289,1.3157
4.4658,6.1068,4.5567
0.0606,6.0632,3.5059
0.75,8.3779,5.7562
4.3061,1.4984,2.0438
0.8192,4.3035,2.484
2.7567,6.2727,0.8749
6.5549,4.4941,0.6802
3.0862,6.8597,0.0577
9.9765,4.941,1.1918
9.163,5.1976,1.5172
5.8531,4.588,0.4212
9.6695,4.2162,0.193
8.6802,4.1793,1.3483
3.189,5.4067,1.893
7.496,3.8382,10.1775
1.3683,6.4298,2.9871
6.8455,5.9798,0.0946
4.9108,6.6491,1.3189
0.1683,3.3066,0.1031
2.7423,2.4508,0.6331
9.5538,4.9937,0.8143
3.1583,9.3482,2.1829
1.8145,6.8993,3.4818
1.8753,4.1683,1.2151
4.7921,5.6368,1.0583
8.4265,6.0914,1.6817
7.58,2.9474,0.5551
4.3685,7.0544,0.7956
2.0873,4.7489,1.926
0.4606,4.864,0.6245
4.6263,5.0357,0.1235
8.1478,6.7168,0.8502
7.2968,3.8672,0.7196
4.086,2.4395,0.5379
5.947,5.4844,0.0744
4.3625,1.9345,7.0165
5.7902,4.5483,0.4917
5.1751,6.7803,2.0586
6.8097,5.8686,0.8022
5.0771,6.5635,5.0006
9.4061,5.9305,0.2167
4.2803,8.6155,4.492
0.1592,4.1176,0.1203
2.3637,5.5972,4.0138
5.0061,4.3428,2.8988
5.4057,6.4352,1.4538
5.5238,4.9076,2.335
7.1455,7.5783,0.251
2.7465,4.2038,1.8108
6.649,7.1107,3.8562
7.0403,5.8897,8.4292
4.1128,4.9513,0.1534
4.0217,5.8137,2.246
1.7892,5.3919,0.6129
4.1399,5.5339,0.7362
7.8682,4.6897,0.9414
9.0897,3.9476,1.5864
5.9361,4.4974,5.9997
2.9937,2.4753,0.3215
6.8229,6.2629,2.3021
7.4015,3.1473,0.0609
3.3221,4.6735,1.6294
8.2655,5.9721,0.2887
0.737,6.2591,1.6563
0.1075,2.338,2.2826
1.2297,4.8622,1.1879
1.5601,5.6896,0.9256
8.7893,5.078,1.3863
4.2498,7.0161,0.935
2.7493,3.7673,3.35
4.2908,1.9264,2.3522
3.9484,6.2155,1.5056
3.0146,4.1944,1.7052
1.379,2.3622,1.0119
6.5592,4.7622,0.3065
1.366,6.8458,0.4705
7.7542,3.1051,1.3076
2.0169,8.504,0.1757
7.3137,3.7432,4.7254
8.0559,5.1305,2.828
1.2533,3.1713,2.4974
0.8675,5.0624,2.5091
9.4957,4.7994,0.1807
4.6305,2.7658,1.1871
6.3024,9.2387,4.4885
0.2326,4.257,1.9018
2.7871,4.2583,2.2663
5.054,6.4536,15.489
8.8622,7.7214,0.1485
2.7144,6.6897,0.4472
7.7519,3.1982,0.5294
6.6221,5.3209,1.4569
1.1527,2.1779,7.4483
2.9338,6.3526,0.913
2.3786,2.5472,5.9909
4.4253,3.7952,0.041
6.3533,4.9952,2.4766
4.3342,5.6675,3.7437
2.4454,4.6086,0.527
6.9588,7.2786,0.5796
5.8447,6.0849,3.3964
5.1931,5.9671,1.099
5.5442,3.1559,1.3202
2.219,7.5491,1.9324
6.8043,3.7954,1.0987
3.875,7.6063,2.0562
3.6347,8.0333,0.4478
1.4973,5.769,5.4723
5.9684,6.548,4.7499
6.0266,0.3756,1.0615
3.403,4.7075,0.2778
8.5985,6.6532,0.9654
8.4546,6.3868,0.6458
1.0905,3.1704,0.3253
6.9504,4.5594,1.6568
3.9383,1.1955,0.9941
9.9971,5.6195,1.8446
2.2502,2.175,1.0663
2.8052,6.6957,7.581
4.4211,6.7741,0.127
2.6872,4.2884,3.2376
6.9199,5.7819,1.0323
4.8091,4.6744,0.1576
2.2088,5.3629,2.5752
5.0637,3.2791,1.1159
8.8879,5.9337,2.7528
7.924,2.5382,1.8335
4.9883,2.2551,3.7904
2.8849,4.8171,1.1535
1.7989,4.6831,5.9668
8.7838,5.4085,1.0498
7.1017,4.0257,0.0647
5.7216,7.8285,10.6171
8.7943,5.2409,1.0758
1.2169,5.3493,0.7609
6.8249,5.2959,0.4891
2.1671,6.5044,0.9159
1.2058,5.864,1.4394
4.6561,5.663,0.8805
3.8739,6.104,1.5634
9.4117,2.2631,0.9827
3.2398,2.3197,1.7214
8.149,4.8859,0.2068
7.4883,4.7035,0.3963
6.6792,5.8697,0.6881
9.204,5.03,0.8646
4.0792,5.8728,0.8473
3.8967,3.1316,1.7588
1.6095,4.9839,9.5916
2.7576,2.9884,0.8484
8.7978,5.5803,5.3816
4.7438,2.1826,3.3388
3.4135,5.5225,3.8216
2.1611,2.7965,0.9565
4.8496,4.4247,2.0105
7.1667,6.3424,2.7255
2.8669,5.3411,0.3875
7.5772,2.5315,4.2496
6.2979,3.9914,0.8358
7.8756,2.7479,0.5214
2.5091,2.4579,3.5
6.3103,5.1765,3.1805
1.5374,5.8404,2.3949
3.638,5.6609,0.0018
7.2436,5.9039,1.5274
6.3167,4.9821,0.4213
1.8786,4.5899,0.3982
8.5834,3.3904,4.227
0.5335,4.3399,0.6782
5.9522,3.018,1.838
9.8382,3.7323,0.8164
5.315,5.1334,0.75
8.0067,4.8233,1.4156
5.9518,9.5971,0.4602
7.8309,2.9813,5.9028
6.5559,4.8124,0.8261
6.9113,2.8644,4.1413
2.2781,4.4183,0.8691
7.4182,4.4794,1.4024
2.3791,6.2673,0.064
9.8064,4.3255,2.3039
2.2779,4.713,4.4833
2.3668,4.3545,3.9786
8.5867,2.8984,1.9311
2.4299,4.0218,0.311
3.609,4.4271,1.9426
7.1464,5.1107,0.7951
1.5875,5.8384,0.9357
1.5907,4.6481,4.4893
4.8636,4.6217,2.2322
2.437,2.4188,1.237
2.3566,5.8096,7.3717
0.0924,3.9562,0.4314
3.7045,6.1207,1.2043
3.1825,6.9747,0.3275
0.3116,4.7181,3.6114
6.2123,3.465,0.2455
6.2666,4.975,4.6617
0.708,5.5231,0.9797
3.1704,4.5267,0.1833
8.7281,4.1539,0.4326
5.8217,5.8453,2.3234
4.1197,5.7464,0.4538
4.651,4.4806,0.8788
2.0828,2.5189,0.5754
8.1188,5.6846,3.3533
9.14,3.849,1.8284
9.1066,5.3215,3.4359
2.2393,5.2267,0.186
3.1074,2.1666,0.7802
1.6062,5.1216,0.1694
3.072,5.7718,1.0869
3.3281,5.9557,0.6901
6.3311,5.176,0.0193
1.8965,2.0342,0.4715
9.194,6.9156,0.5298
1.031,5.6165,1.8464
0.0688,3.195,0.0575
8.5495,3.8184,8.7934
7.0377,5.3468,2.2163
3.5536,6.0197,2.6265
5.955,4.2681,0.5741
2.2354,6.2383,1.1643
1.6839,2.3108,5.6304
4.7115,3.4363,1.5818
3.5319,1.9035,7.2449
6.1523,3.6539,0.2484
